Час,Flow ID,Протокол,Пакети,Байти,Прогноз,Ймовірність
20:49:38,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:39,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:39,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:39,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:39,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:39,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:40,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:40,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:40,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:40,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:40,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:41,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:41,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:41,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:41,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:41,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:42,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:42,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:42,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:42,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:42,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:44,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:44,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:44,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:44,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:44,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:45,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:45,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:45,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:45,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:45,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:46,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:46,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:46,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:46,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:46,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:47,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:47,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:47,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:47,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:47,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:48,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:48,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:48,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:48,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:48,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:49,224.0.0.251:5353-192.168.1.207:5353-17,17,5,310,DDoS,0.9999
20:49:49,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:49,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:49,239.255.255.250:3702-192.168.1.207:63803-17,17,12,13092,DDoS,0.9999
20:49:49,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:50,224.0.0.251:5353-192.168.1.207:5353-17,17,6,372,DDoS,0.9999
20:49:50,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:50,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:50,224.0.0.22:0-192.168.1.207:0-2,2,8,136,DDoS,0.9999
20:49:51,224.0.0.251:5353-192.168.1.207:5353-17,17,6,372,DDoS,0.9999
20:49:51,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:51,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:52,224.0.0.251:5353-192.168.1.207:5353-17,17,6,372,DDoS,0.9999
20:49:53,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:53,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:49:54,224.0.0.251:5353-192.168.1.207:5353-17,17,6,372,DDoS,0.9999
20:49:54,239.255.255.250:1900-192.168.1.207:51134-17,17,7,1013,DDoS,0.9999
20:49:54,192.168.1.207:51134-192.168.1.1:1900-17,17,7,2423,DDoS,0.9999
20:50:21,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:22,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:23,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:24,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:25,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:26,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:27,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:28,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:29,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:30,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:31,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:32,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:34,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:35,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:50:36,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:23,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:24,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:25,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:26,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:27,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:28,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:29,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:31,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:32,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:33,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:34,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:35,224.0.0.22:0-192.168.1.207:0-2,2,5,80,DDoS,0.9999
20:55:35,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:36,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:36,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:37,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:37,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:39,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:39,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:40,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:40,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:41,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:41,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:42,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:42,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:43,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:43,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:44,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:44,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:45,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:45,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:46,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:46,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:47,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:47,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:48,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:49,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:50,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:50,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:51,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:51,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:52,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:52,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:55:53,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:54,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:55,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:56,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:57,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:55:59,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:56:02,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:56:04,224.0.0.22:0-192.168.1.207:0-2,2,6,96,DDoS,0.9999
20:56:12,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:56:13,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:56:15,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:56:16,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:56:18,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:56:20,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:56:22,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:56:24,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:56:25,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:56:27,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:56:28,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:30,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:31,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:33,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:34,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:35,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:37,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:38,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:39,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:40,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:42,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:43,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:44,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:47,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:48,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:49,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:50,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:52,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:53,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:54,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:55,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:56,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:56:57,224.0.0.22:0-192.168.1.137:0-2,2,6,132,DDoS,0.9999
20:57:03,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:04,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:05,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:06,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:06,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:08,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:08,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:09,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:09,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:10,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:10,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:11,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:11,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:12,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:12,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:14,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:14,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:15,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:15,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:16,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:16,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:17,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:17,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:18,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:18,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:20,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:20,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:21,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:21,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:21,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:22,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:22,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:22,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:24,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:24,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:24,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:25,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:25,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:25,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:26,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:27,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:27,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:28,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:28,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:28,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:29,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:29,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:29,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:31,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:31,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:31,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:32,192.168.1.255:57621-192.168.1.207:57621-17,17,5,260,DDoS,0.9999
20:57:32,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:32,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:33,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:33,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:33,239.255.255.250:1900-192.168.1.1:1900-17,17,10,3164,DDoS,0.9998
20:57:34,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:34,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:35,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:35,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:37,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:37,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:38,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:38,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:39,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:39,224.0.0.22:0-192.168.1.207:0-2,2,5,88,DDoS,0.9999
20:57:40,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:40,224.0.0.22:0-192.168.1.207:0-2,2,6,104,DDoS,0.9999
20:57:41,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:41,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:43,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:43,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:44,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:44,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:45,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:45,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:46,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:46,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:47,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:47,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:48,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:48,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:50,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:50,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:51,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:51,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:52,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:52,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:53,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:53,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:55,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:55,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:56,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:56,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:58,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:58,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:57:59,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:57:59,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:58:00,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:58:00,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:58:01,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:58:01,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:58:02,192.168.1.255:57621-192.168.1.207:57621-17,17,6,312,DDoS,0.9999
20:58:02,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:58:03,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:03,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:58:04,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:04,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:58:05,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:05,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:58:07,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:07,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:58:08,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:08,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:58:09,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:09,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:58:10,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:10,224.0.0.22:0-192.168.1.207:0-2,2,7,120,DDoS,0.9999
20:58:11,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:12,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:14,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:16,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:16,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:58:17,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:17,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:58:18,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:18,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:58:19,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:19,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:58:20,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:20,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:58:22,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:22,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:58:23,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:23,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:58:24,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:24,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:58:25,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:25,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:58:26,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
20:58:26,224.0.0.22:0-192.168.1.137:0-2,2,5,110,DDoS,0.9999
20:58:28,192.168.1.255:57621-192.168.1.207:57621-17,17,7,364,DDoS,0.9999
